title,link,press,date,summary,keywords,content
"SK하이닉스, '90만닉스' 달성",https://n.news.naver.com/mnews/article/001/0015876690,연합뉴스,2026-01-30 15:59,"SK하이닉스의 주가가 90만9천원에 도달했다. 이는 전날 대비 5.57% 상승한 금액이다. 이날 코스피 지수는 5,224.36으로 장을 마무리했다. SK하이닉스의 주가 상승은 시장에서 긍정적인 반응을 보여준다.","90만9천원에,5.57% 상승,코스피 지수,5,224.36,SK하이닉스 주가,긍정적인 반응","(서울=연합뉴스) 서명곤 기자 = 30일 서울 중구 우리은행 딜링룸 전광판에 SK하이닉스 주가가 표시돼 있다.
이날 코스피는 전장보다 3.11포인트(0.06%) 오른 5,224.36으로 거래를 마쳤다.
SK하이닉스는 전장 대비 5.57% 오른 90만9천원에 거래를 마쳤다.  2026.1.30
seephoto@yna.co.kr"
코스피 최고치 행진,https://n.news.naver.com/mnews/article/421/0008745093,연합뉴스,2026-01-30 15:59,"코스피 지수가 5,224.36으로 사상 최고치를 기록했어. 이는 전 거래일 대비 3.11포인트 상승했지. 코스닥 지수는 1,149.44로 14.97포인트 하락했어. 이번 상승은 외국인 투자자의 매수세 덕분으로 분석돼. 지난달부터 이어진 강세장이 지속된다는 평가가 있어.","코스피,지수,사상 최고치,외국인 투자자,매수세,강세장","(서울=뉴스1) 김명섭 기자 = 30일 오후 서울 중구 하나은행 딜링룸에 증시 종가가 나타나고 있다. 이날 코스피 지수는 사상 최고치로 전 거래일 대비 3.11(0.06%) 상승한 5,224.36으로, 코스닥 지수는 14.97(1.29%) 하락한 1,149.44롤 장을 마감했다. 2026.1.30/뉴스1"
"SK하이닉스, '90만닉스' 달성",https://n.news.naver.com/mnews/article/001/0015876689,연합뉴스,2026-01-30 15:59,"SK하이닉스의 주가가 90만9천원에 도달하며 역사적인 새로운 고가를 기록했다. 이는 전장 대비 5.57% 상승한 수치다. 코스피 지수는 이날 5,224.36으로 마감했으며 0.06% 상승했다. SK하이닉스 주가는 투자자들의 긍정적인 반응에 힘입어 급등했다.","90만9천원에,5.57% 상승,코스피 지수,5,224.36,0.06% 상승,투자자들의 긍정적인 반응,SK하이닉스","(서울=연합뉴스) 서명곤 기자 = 30일 서울 중구 우리은행 딜링룸 전광판에 코스피와 SK하이닉스 주가가 표시돼 있다.
이날 코스피는 전장보다 3.11포인트(0.06%) 오른 5,224.36으로 거래를 마쳤다.
SK하이닉스는 전장 대비 5.57% 오른 90만9천원에 거래를 마쳤다.  2026.1.30
seephoto@yna.co.kr"
코스피 소폭 상승하며 역대 최고치 기록,https://n.news.naver.com/mnews/article/421/0008745090,연합뉴스,2026-01-30 15:59,"코스피 지수는 3.11포인트 상승하여 5,224.36으로 역대 최고치를 기록했다. 반면 코스닥 지수는 14.97포인트 하락하며 1,149.44로 장을 마쳤다. 이날 상승은 주로 외국인과 기관 투자자의 매수세에 따른 것으로 분석된다. 시장 전문가들은 지속적인 상승에 대한 경계심도 나타나고 있다고 전했다.","코스피,상승,지수,역대 최고치,외국인과 기관 투자자,경계심","(서울=뉴스1) 김명섭 기자 = 30일 오후 서울 중구 하나은행 딜링룸에 증시 종가가 나타나고 있다. 이날 코스피 지수는 사상 최고치로 전 거래일 대비 3.11(0.06%) 상승한 5,224.36으로, 코스닥 지수는 14.97(1.29%) 하락한 1,149.44롤 장을 마감했다. 2026.1.30/뉴스1"
'90만닉스'달성,https://n.news.naver.com/mnews/article/001/0015876685,연합뉴스,2026-01-30 15:59,"코스피는 0.06% 상승한 5,224.36으로 마감되었다. SK하이닉스는 5.57% 인상되어 90만9천원에 거래를 종료했다.","90만9천원에,sk하이닉스는,5.57%","(서울=연합뉴스) 서명곤 기자 = 30일 서울 중구 우리은행 딜링룸 전광판에 코스피와 SK하이닉스 주가가 표시돼 있다.
이날 코스피는 전장보다 3.11포인트(0.06%) 오른 5,224.36으로 거래를 마쳤다.
SK하이닉스는 전장 대비 5.57% 오른 90만9천원에 거래를 마쳤다.  2026.1.30
seephoto@yna.co.kr"
"웨이브릿지, AI 기반 프라임 브로커리지로 혁신 추진",https://n.news.naver.com/mnews/article/009/0005629944,연합뉴스,2026-01-30 15:59,"웨이브릿지는 기관 및 법인 대상의 디지털자산 금융 인프라 고도화에 나선다. AI 자동화를 프라임 브로커 인프라에 접목해 거래 실행, 금융 업무, AI+블록체인 융합 실증 등을 추진할 계획이다. 거래·청산·유동성을 통합한 Prime API를 고도화하며, 시스템 가용성과 보안성을 금융권 수준으로 강화할 예정이다. 또한 AML 및 컴플라이언스 체계 고도화와 금융권 연동 환경 구축을 통해 안정적인 운영을 목표로 한다. 웨이브릿지는 AI를 거래 실행, 운영 자동화, 결제, 정산 등 다양한 영역에 확장할 계획이다.","웨이브릿지는,AI,프라임브로커,디지털자산,금융,거래,실행,자동화,블록체인,융합,시스템,실증,AML,컴플라이언스,운영,API,금융권","웨이브릿지가 기관 및 법인 전용 디지털자산 인프라 고도화에 본격 착수한다. 웨이브릿지는 법인 및 기관 대상 디지털자산 금융 인프라 기업이다. 기관이 원하는 결제를 대행해주는 프라임브로커 역할을 한다.
웨이브릿지는 프라임브로커 인프라에 AI 자동화를 접목해 차별화 전략을 추진할 계획이다. ▲AI 챗봇 기반 주문(거래 실행) ▲금융 업무 AI 자동화 ▲AI+블록체인 융합 실증(PoC) 등을 통해 차세대 금융 인프라의 실행 레이어로서 역할을 확대한다는 전략이다.
구체적으로는, 웨이브릿지는 거래·청산·유동성을 하나로 통합하는 Prime API를 고도화해 기관이 단일 인터페이스를 통해 복수 시장에 접근할 수 있는 환경을 구축할 계획이다.
또한 ISMS 2종 인증을 추진하고 99.5% 이상의 시스템 가용성을 목표로 금융권 수준의 안정성과 연속성을 확보한다.
이와 함께 AML 및 컴플라이언스 체계를 고도화하며 금융권 및 대형 플랫폼과의 연동 환경에서도 실행 가능한 운영·통제 기반을 마련할 방침이다.
웨이브릿지는 프라임브로커 인프라 고도화와 함께, AI를 거래 실행·운영 자동화·결제·정산 실증 영역까지 확장한다는 계획이다.
먼저, 웨이브릿지는 MCP(Model Context Protocol) 기반 AI 에이전트 거래 시스템 개발에 들어갈 예정이다. 예를 들어, AI 챗봇에서 자연어로 “비트코인 5개 매수” 같은 명령을 입력하면, 웨이브릿지 프라임이 거래를 실행하는 방식이다.
웨이브릿지는 파트너사와의 협업을 통해 AI+블록체인 융합 PoC를 추진하고, AI 에이전트 간 자동 결제·정산 등 확장 시나리오에 대한 기술 검증도 병행할 예정이다.
오종욱 웨이브릿지 대표는 “프라임브로커리지 인프라에 AI를 접목해 기관 전용 디지털자산 시장의 새로운 표준을 만들어가겠다”고 말했다."
'90만닉스'달성,https://n.news.naver.com/mnews/article/001/0015876684,연합뉴스,2026-01-30 15:59,"코스피 지수는 0.06% 상승하면서 5,224.36에 마감됐다.
SK하이닉스의 주가는 5.57% 상승해 90만9천원에 도달했다.
이로 인해 SK하이닉스 주가는 90만닉스 고지를 달성하게 됐다.","sk하이닉스,90만9천원,주가","(서울=연합뉴스) 서명곤 기자 = 30일 서울 중구 우리은행 딜링룸 전광판에 코스피와 SK하이닉스 주가가 표시돼 있다.
이날 코스피는 전장보다 3.11포인트(0.06%) 오른 5,224.36으로 거래를 마쳤다.
SK하이닉스는 전장 대비 5.57% 오른 90만9천원에 거래를 마쳤다.  2026.1.30
seephoto@yna.co.kr"
"SK하이닉스, 역대 첫 '90만닉스' 달성",https://n.news.naver.com/mnews/article/001/0015876683,연합뉴스,2026-01-30 15:59,"SK하이닉스가 90만9천원에 거래를 마치며 역대 최고가를 기록했다. 이는 전날보다 5.57% 상승한 금액이다. 이날 코스피 지수도 소폭 상승하며 5,224.36으로 장을 종료했다. SK하이닉스 주가는 지속적인 상승세를 보이고 있다.","90만9천원에,거래를 마쳤다,SK하이닉스,주가,상승,코스피","(서울=연합뉴스) 서명곤 기자 = 30일 서울 중구 우리은행 딜링룸 전광판에 코스피와 SK하이닉스 주가가 표시돼 있다.
이날 코스피는 전장보다 3.11포인트(0.06%) 오른 5,224.36으로 거래를 마쳤다.
SK하이닉스는 전장 대비 5.57% 오른 90만9천원에 거래를 마쳤다.  2026.1.30
seephoto@yna.co.kr"
"한투운용, 한국투자K지수&테마로테이션 펀드 출시",https://n.news.naver.com/mnews/article/009/0005629943,연합뉴스,2026-01-30 15:59,"한국투자신탁운용은 '한국투자K지수&테마로테이션 펀드'를 출시한다고 발표했다. 이 펀드는 모멘텀 전략을 활용해 K-성장 테마 ETF에 투자하며, 정부 자료와 내부 리서치를 통해 선정된 테마에 집중 투자한다. 현재 투자 가능한 테마는 AI, 반도체, 2차전지 등 9개 산업이다. 모멘텀은 주가, 변동성 대비 수익성 등을 기준으로 판단하며, 장기 및 단기 모멘텀을 활용해 투자 비중을 조정한다. 이 펀드는 시장 대비 우수한 성장 테마를 선정, 시장지수를 이기는 것을 목표로 한다. 책임운용역은 이 펀드가 테마 중심 상품의 한계를 보완하고 다양한 시장 환경에 적응할 수 있는 상품이라고 밝혔다.","한국투자K지수,테마로테이션,모멘텀,투자,단기,전략,테마,시장,성장,수익성","모멘텀 전략 활용 시장 이기는 성장테마 선정
한국투자K지수&테마로테이션 펀드 출시. 사진=한국투자신탁운용
한국투자신탁운용은 국내 대표지수를 이기는 테마에 투자하는 ‘한국투자K지수&테마로테이션 펀드’를 출시한다고 30일 밝혔다. 현재 해당 펀드는 우리투자증권에서 가입이 가능하며 추후 판매사를 확대할 계획이다.
한국투자K지수&테마로테이션 펀드는 한국투자신탁운용의 모멘텀 전략을 활용해 시장을 이기는 K-성장 테마 상장지수펀드(ETF)를 선정해 포트폴리오를 구성한다. K-성장 테마는 정부의 공식 자료 및 내부 리서치를 통해 선정된다. 현재 투자 유니버스에는 ▲인공지능(AI) ▲반도체 ▲2차전지 ▲로봇 ▲방산 ▲조선 ▲신재생에너지 ▲바이오 ▲콘텐츠 등 성장성이 높은 산업들이 포함됐다.
블룸버그와 한국투자신탁운용에 따르면 유니버스에 포함된 테마들은 실제로 코스피200 지수와 비교해 지난 10년간 100~706%까지 아웃퍼폼한 바 있다.
해당 펀드는 시장 대비 모멘텀이 우수한 성장 테마를 선정해 운용된다. 모멘텀 전략이란 일정 기간 주가가 상승(또는 하락)한 종목을 계속 매수(또는 매도)해 수익을 추구하는 추세 추종 전략을 의미한다. 모멘텀을 판단하기 위해 활용된 지표로는 주가, 변동성 대비 수익성, 최대 낙폭(MDD) 대비 수익성, 과열지수 등이 있다.
펀드는 크게 두 가지 스텝을 운용에 활용한다. 첫번째 스텝은 장기 모멘텀 지표를 활용한 K-성장 테마 ETF 선정이다. 유니버스 내 각 테마별 장기 모멘텀을 시장지수와 비교해 상대적으로 우수한 테마를 선정한다. 여기에 정성적인 분석을 가미해 시장을 이기는 ‘모멘텀’이 확인된 성장 ETF를 선정해 최초 4%를 투자한다.
두번째 스텝은 단기 모멘텀 지표를 활용한 비중 확대다. 모멘텀이 강한 테마에 대한 투자를 강화하기 위해 선정된 K-테마 ETF들의 단기 모멘텀과 시장지수의 단기 모멘텀을 비교해 단기 모멘텀이 상대적으로 높은 K-테마 ETF의 투자 비중을 추가로 4% 투자, 최대 8%까지 투자 비중을 확대한다.
한국투자신탁운용만의 모멘텀 전략을 통해 펀드는 성장성이 강할 것으로 전망되는 테마에 대해 집중 투자하고 시장지수를 이기는 것을 목표로 한다.
책임운용역인 차혜민 한국투자신탁운용 글로벌퀀트운용부 책임은 “한국투자K지수&테마로테이션 펀드는 특정 테마 중심 상품의 한계를 보완할 수 있는 투자 상품”이라며 “지수와 테마 간 로테이션 전략을 통해 다양한 시장 환경에 적응하고 수익성을 도모하는 상품을 추구한다”고 전했다."
'90만닉스',https://n.news.naver.com/mnews/article/001/0015876682,연합뉴스,2026-01-30 15:59,"코스피 지수는 5,224.36으로 0.06% 상승하며 마감되었다. SK하이닉스 주가는 90만9천원에 5.57% 급등하였다. 이 뉴스는 2026년 1월 30일 서울 중구 우리은행 딜링룸의 상황을 전한다.","코스피,지수,SK하이닉스,주가,90만9천원,5.57%,상승,2026,1월 30일,서울,딜링룸","(서울=연합뉴스) 서명곤 기자 = 30일 서울 중구 우리은행 딜링룸 전광판에 코스피와 SK하이닉스 주가가 표시돼 있다.
이날 코스피는 전장보다 3.11포인트(0.06%) 오른 5,224.36으로 거래를 마쳤다.
SK하이닉스는 전장 대비 5.57% 오른 90만9천원에 거래를 마쳤다.  2026.1.30
seephoto@yna.co.kr"
“손실 15%까지 회사 부담”…한투밸류 K파워2 펀드 1100억 모아,https://n.news.naver.com/mnews/article/014/0005471062,매일경제,2026-01-30 15:54,"한국투자증권은 '한국밸류 K파워2 펀드'가 1114억원을 모집하며 설정을 완료했다고 밝혔다. 이 펀드는 7가지 테마의 하위 사모펀드에 분산투자하며, 고객들은 선순위, 한국투자밸류자산운용은 후순위로 투자한다. 손실에 대해서는 개별 하위사모펀드 기준 최대 15%까지 회사가 먼저 부담한다. 한국투자증권은 이러한 손익차등형 펀드를 꾸준히 확대하며, 총 13개, 누적 1조3050억원의 펀드를 시장에 공급했다. 양원택 투자상품본부장은 이 펀드들이 안정성과 수익률을 추구하는 고객 요구에 부합한다고 밝혔다.","한국밸류,k파워2,펀드,손익차등형,한국투자증권,1114억원,고객,선순위,후순위,개별 하위사모펀드,13개,1조3050억원","한투證, 손익차등형 ‘한국밸류 K파워2 펀드’ 설정 완료
한국투자증권 본사 전경. 한국투자증권 제공
[파이낸셜뉴스] 한국투자증권은 손익차등형 공모펀드 ‘한국밸류 K파워2 펀드’가 1114억원을 모집하며 설정을 완료했다고 30일 밝혔다.
이 펀드는 국내 주식시장 최신 트렌드 7가지 테마의 하위 사모펀드인 △한국밸류 첨단의료 △한국밸류 퓨쳐테크 △한국밸류 글로벌밸류체인 △한국밸류 파워앤그리드 △한국밸류 컨슈머 △한국밸류 클린테크 △한국밸류 콘텐츠파워에 분산투자하는 손익차등형 펀드다. 고객들이 선순위로, 한국투자밸류자산운용이 후순위로 투자하는 구조다. 펀드 손실이 발생하더라도 개별 하위사모펀드 기준 -15%까지 회사가 손실을 먼저 반영한다.
한국투자증권은 손익차등형 펀드 등 소비자 보호 성격의 상품 공급을 꾸준히 확대하고 있다. 이번 한국밸류 K파워2 펀드까지 총 13개의 손익차등형 공모펀드를 시장에 선보였으며, 누적 모집액은 1조3050억원이다.
한국투자증권 양원택 투자상품본부장은 “손익차등형 펀드는 안정성과 수익률을 추구하는 고객 니즈에 부합한다”며 “라인업을 확대해 차별화된 투자 기회를 제공하고 안정적인 수익 창출에 역량을 집중하겠다”고 밝혔다."
"KT&G, 블랙록 지분 취득 공시…사상 최고가 돌파 마감",https://n.news.naver.com/mnews/article/008/0005311971,매일경제,2026-01-30 15:54,"블랙록이 KT&G 지분을 취득했다는 소식에 주가가 사상 최고가를 기록했다. 30일 KT&G 주가는 전날 대비 8300원 올라 15만3900원으로 마감됐다. 블랙록은 KT&G 지분을 5.01% 보유하고 있으며, 이는 하루 만에 0.06%포인트 증가한 것이다. 증권가는 KT&G의 안정적인 실적과 해외 ASP 개선 가능성을 긍정적으로 평가하고 있다. 이경신 연구원은 KT&G의 목표주가를 상향하며 투자 매력이 높다고 분석했다.","블랙록이,지분,KT&G,사상,최고가,8300원,15만3900원,이경신,목표주가,상향","[특징주]
세계 최대 자산운용사 블랙록이 KT&G 지분을 취득했다는 공시에 주가가 사상 최고가를 돌파했다.
30일 거래소에서 KT&G는 전 거래일 대비 8300원(5.70%) 오른 15만3900원에 마감하며 사상 최고가를 경신했다.
개장 직후 상승 출발한 KT&G는 이날 오후 2시쯤 블랙록이 KT&G 주식을 매수했다는 공시가 나오며 장중 상승폭을 키웠다. 블랙록이 운영하는 블랙록 펀드 어드바이저스는 지난 27일 기준 KT&G 지분 5.01%를 보유하고 있다고 밝혔다.
현행 자본시장법상 본인과 그 특수관계자가 합산해 상장사 주식을 5% 이상 보유할 경우 보유 목적과 지분 변동 내역을 공시해야한다. 블랙록은 지난 26일 KT&G 지분을 4.95% 보유한 상태에서 하루만에 지분을 0.06%포인트 늘린 것으로 나타났다. 투자목적은 단순투자라고 밝혔다.
증권가에서는 KT&G가 올해 안정적인 실적을 이어갈 것으로 전망하고 있다. 이경신 iM증권 연구원은 ""올해 해외 ASP(평균판매단가) 개선세가 이어질 가능성이 높다""며 ""동종업체대비 높은 수준으로 구체화된 주주환원 제고 이행까지 감안하면 훌륭한 투자처로 역할이 이어질 전망이다. 목표주가를 17만5000원에서 19만원으로 상향한다""고 밝혔다."
"위메이드, 원화 스테이블코인 전용 메인넷 ‘스테이블넷’ 테스트넷 공개",https://n.news.naver.com/mnews/article/009/0005629903,매일경제,2026-01-30 15:54,"위메이드는 자체 원화 스테이블코인 전용 메인넷 '스테이블넷'의 테스트넷을 공개했다. 이 테스트넷은 원화 스테이블코인 발행과 운영에 최적화된 구조로 설계되었으며, 가스 토큰 없이 안정적인 수수료 지불이 가능하다. 또한, 1초 이내의 빠른 거래 확정과 최대 초당 3000건 처리 속도를 제공하며, ERC-5564 기반 '시크릿 어카운트'로 프라이버시를 보호하면서도 감사 대응이 가능하다. 보안 강화와 규제 준수를 위한 다양한 기능이 포함되었으며, 글로벌 파트너들과 협업해 높은 안정성을 자랑한다. 김석환 위메이드 부사장은 이 테스트넷을 통해 위메이드가 스테이블코인 분야의 선도자가 될 것이라고 밝혔다.","스테이블코인,원화,스테이블넷,테스트넷,보안,거래,위메이드,김석환,블록체인","지난 29일 ‘원화 스테이블코인 테크 세미나’에서 개회사를 하는 김석환 위메이드 부사장
위메이드(대표 박관호)는 자체 원화 스테이블코인 전용 메인넷 ‘스테이블넷(StableNet)’의 테스트넷을 공개했다고 30일 밝혔다.
위메이드는 지난 29일 ‘원화 스테이블코인 테크 세미나’를 개최하고 ‘스테이블넷’을 비롯한 원화 스테이블코인 기술을 소개했다. 세미나에는 주요 금융사 및 유관 기업 담당자들이 다수 참석해 위메이드가 제시한 ‘금융 규제와 블록체인 기술의 융합 모델’에 관심을 보였다.
특히 위메이드는 원화 스테이블코인 연합체 ‘GAKS(Global Alliance for KRW Stablecoin)’를 통해 파트너십을 구축한 글로벌 테크 리더 ‘써틱(CertiK)’, ‘체이널리시스(Chainalysis)’와 함께 단순한 기술 소개를 넘어 실제 금융 시스템에 즉시 적용 가능한 보안 전략과 데이터 분석 해법을 공유했다.
위메이드는 이어 30일 공개한 ‘스테이블넷’의 테스트넷을 통해 세미나에서 논의된 기술적 비전을 실제 작동하는 코드로 구현함으로써 스테이블코인을 비롯한 금융 인프라 전용 메인넷 스테이블넷의 기술 격차를 증명해 나갈 예정이다.
위메이드에 따르면 스테이블넷은 범용 블록체인과 달리 스테이블코인 발행과 운영에 최적화된 설계를 갖췄다. 별도의 가스 토큰 없이 변동성 없는 원화 스테이블코인만으로 거래 수수료를 지불할 수 있어 회계 복잡성을 해결했으며 엔터프라이즈 레벨 파트너를 위한 우선 처리용 인증 계정을 지원해 금융 비즈니스의 편의성과 효율성을 극대화했다.
또 독자적인 블록체인 합의 알고리즘(WBFT)을 통해 1초 이내의 즉각적인 거래 확정과 최대 초당 3000건의 처리 속도를 지원해 기존 퍼블릭 블록체인의 느린 확정성 문제를 해결하고 실제 금융망 수준의 고성능을 구현했다.
특히 ERC-5564 표준을 기반으로 구현된 ‘시크릿 어카운트(Secret Account)’는 기업과 개인의 민감한 거래 정보를 비공개 처리해 프라이버시를 보호하면서도 필요시 완벽한 감사 대응이 가능하도록 설계됐다. 더불어 EIP-7702 기술을 기반으로 자동이체나 정기이체와 같은 일상적 금융 서비스가 가능하도록 지원해 실사용성을 획기적으로 높였다.
금융 안정성 강화를 위해서는 블랙리스트 기능을 적용해 문제를 일으킨 계정의 동결 및 자금 회수가 가능하도록 설계했고 이를 통해 자금 세탁 방지(AML) 등 규제 기관의 요구를 완벽히 충족시킨다. 아울러 차별화된 4개 레이어의 거버넌스 구조를 통해 규제를 준수하면서도 탈중앙성과 신뢰성을 동시에 강화했다.
이외에도 GAKS 연합사인 써틱과 체이널리시스는 각각 독보적인 웹3 보안 감사 역량과 ‘헥사게이트(Hexagate)’ 등 선제적 보안 솔루션을 통해 스테이블넷의 무결성을 뒷받침한다. 스테이블넷은 글로벌 최고 수준의 파트너들과 협업해 구축한 보안과 컴플라이언스 체계를 바탕으로 이번 테스트넷 운영을 통해 제도권 금융이 요구하는 수준의 성능과 안정성을 실증적으로 입증할 예정이다.
김석환 위메이드 부사장은 “세미나에 쏠린 금융권의 뜨거운 관심은 신뢰할 수 있는 스테이블코인 인프라에 대한 시장의 갈증을 보여주는 증거”라며 “성공적인 세미나 개최에 이어 오늘 공개한 스테이블넷 테스트넷을 통해 위메이드가 스테이블코인 발행을 비롯한 온체인 금융 인프라 사업자로서 가장 앞서 나갈 것”이라고 밝혔다."
"""예산처가 왜 거기서 나와""…공무원들 수상한(?) 행보에 '술렁' [김익환의 부처 핸즈업]",https://n.news.naver.com/mnews/article/015/0005244696,매일경제,2026-01-30 15:54,"기획예산처 공무원들이 예술의전당에서 국립예술단체 관계자들과 간담회를 진행했다. 이는 2027년 본예산 준비를 위한 자리라고 예산처는 설명했으며, 문화·예술 추가경정예산(추경)을 염두에 둔 것이라는 관측은 부인했다. 이재명 대통령이 문화예술 분야 지원 확대를 강조하면서 추경 가능성에 대한 기대가 커졌지만, 예산처는 현재 추경은 계획하고 있지 않다고 밝혔다. 간담회에서는 공연제작 여건 개선, 예술인력 지원 등의 요청이 오갔다. 문화계는 장기적인 관점에서 기초예술 생태계 활성화를 위한 지원을 강조했다.","예산처,문화,추경,간담회,국립예술단체,지원,2027년 본예산,이재명,추경 편성","국립발레단·무용단 만나는 예산처…힘받는 '문화 추경론'
예산처, 국립예술단체 관계자들과 간담회
문화·예술 추경 밑작업 관측 확산
李 대통령 발언 이후 커지는 추경 기대
예산처  ""2027년 본예산 준비 차원"" 일축
독일 '해적' 첫날 공연이 예정된 조연재(왼쪽)와 이재우. 국립발레단 제공
""기획예산처 공무원들이 무슨 일로 예술의 전당을 가요?""
30일 오후 서울 예술의전당. 기획예산처 공무원 등이 모습을 드러냈다. 강수진 국립발레단 단장을 비롯한 국립예술단체 관계자들과의 간담회를 위해서다. 예산처와 국립발레단의 어울리지 않는 조합을 놓고 다양한 목소리가 나왔다. 이재명 대통령이 올들어 문화·예술 추가경정예산(추경) 편성을 여러 차례 강조한 만큼 추경의 밑 작업 아니냐는 관측도 나왔다. 예산처 관계자들은 추경과 관련성에 대해 애써 부인하고 있다.
예산처는 문화체육관광부 관계자들과 이날 오후 예술의전당에서 국립예술단체 관계자들과 현장 간담회를 진행했다. 이 자리에는 공무원들과 함께 강 단장, 김철 국립현대무용단 사무국장, 류상록 서울예술단 사무국장, 민인기 국립합창단  단장, 박정희 국립극단 단장, 박재현 국립심포니오케스트라 경영관리팀장, 신용선 국립오페라단 국장 등이 참석했다.
이 자리에서 문화계는 예산 지원을 에둘러 요청했고, 예산처도 지원을 약속했다. 간담회에 참석한 국립예술단체장들은 예산처와 문화부에 공연제작 여건 개선, 예술인력 지원, 공연예술향유 기회 확대 방안 등 기초예술 생태계를 활성화하기 위한 중장기적 지원을 요청했다. 정향우 예산처 사회예산심의관은 “기초 공연예술은 단기간 성과보다는 장기적인 안목에서의 지속적인 투자가 필요한 분야다""며 ""제작 역량을 안정적으로 뒷받침하는 것이 무엇보다 중요하다”고 강조했다.
이 같은 간담회가 추경을 염두에 뒀다는 지적도 나온다. 이재명 대통령은 이달 15일 수석보좌관회의에서 ""추경을 해서라도 문화예술의 토대를 건강하게 되살려야 한다""고 말한 바 있다. 이어 20일 국무회의에서 “앞으로 추경을 편성할 기회가 있을 수 있다”며 “그때 문화예술 분야 예산(증액)을 잘 검토해보라”고 지시했다. 27일 국무회의에서도 ""언제가 될지 모르지만 올해 내내 추경을 안 할 건 아니다""라고 말하기도 했다. 증권가는 이를 반영해 정부가 지방선거를 앞두고 10조~20조원가량의 추경에 나설 것이라고 전망하고 있다.
예산처 관계자는 추경에 대해 ""2027년 문화 관련 예산안에 반영하기 위해 이번 간담회를 진행하는 것""이라며 ""추경과는 관계가 없고, 문화·예술과 관련해 추경을 편성할 사유가 현재로선 없다""고 해명했다."
